	passenger_count	trip_distance	tip_amount	total_amount	tip_percentage
1880	2	4.98	5.06	30.36	0.16666666666666666
1881	1	1.3	0.0	9.3	0.0
1882	1	1.72	3.76	22.56	0.16666666666666666
1883	2	1.13	2.16	12.96	0.16666666666666666
1884	1	2.1	1.2	13.0	0.0923076923076923
1885	1	1.1	1.65	9.95	0.1658291457286432
1886	1	2.98	6.2	31.0	0.2
1887	1	0.3	1.0	5.8	0.1724137931034483
1888	1	0.6	0.0	6.8	0.0
1889	1	2.17	2.7	13.5	0.2
1890	1	2.4	2.66	15.96	0.16666666666666666
1891	1	2.09	3.82	19.12	0.19979079497907948
1892	1	0.38	0.0	4.8	0.0
1893	1	2.79	4.76	28.56	0.16666666666666666
1894	1	17.73	0.0	58.34	0.0
1895	1	1.2	0.0	9.8	0.0
1896	1	0.96	2.34	10.14	0.23076923076923075
1897	1	2.3	2.75	16.55	0.1661631419939577
1898	1	1.61	0.0	13.3	0.0
1899	1	3.5	0.0	25.3	0.0
1900	1	2.05	0.0	15.3	0.0
1901	1	3.73	0.0	25.3	0.0
1902	2	20.3	5.0	63.34	0.07893905904641617
1903	1	0.5	0.0	5.3	0.0
1904	2	4.5	0.0	25.8	0.0
1905	1	0.6	0.0	5.8	0.0
1906	3	1.35	0.0	13.3	0.0
1907	1	3.9	2.95	17.75	0.16619718309859155
1908	1	2.29	2.8	17.6	0.15909090909090906
1909	1	1.57	3.69	15.99	0.23076923076923075
1910	1	0.98	2.79	12.09	0.23076923076923078
1911	1	0.4	0.0	6.8	0.0
1912	1	0.9	0.0	8.8	0.0
1913	1	1.54	2.0	11.3	0.17699115044247787
1914	1	1.4	2.05	12.35	0.16599190283400808
1915	6	1.94	2.66	15.96	0.16666666666666666
1916	1	1.0	0.0	7.3	0.0
1917	1	0.68	1.82	9.12	0.19956140350877197
1918	1	4.7	0.0	20.3	0.0
1919	1	0.86	0.0	5.8	0.0
1920	1	1.36	2.16	12.96	0.16666666666666666
1921	1	1.39	2.06	12.36	0.16666666666666669
1922	1	2.0	1.2	11.0	0.10909090909090909
1923	1	0.6	1.16	6.96	0.16666666666666666
1924	2	0.6	1.15	6.95	0.16546762589928055
1925	1	0.38	0.0	4.3	0.0
1926	1	1.14	1.4	12.2	0.11475409836065574
1927	1	0.15	0.0	7.8	0.0
1928	1	0.4	1.0	7.3	0.136986301369863
1929	1	0.5	1.15	6.95	0.16546762589928055
1930	1	3.65	3.76	22.56	0.16666666666666666
1931	1	1.4	1.0	9.3	0.1075268817204301
1932	2	5.0	0.0	21.3	0.0
1933	1	1.0	1.0	8.3	0.12048192771084336
1934	2	0.5	1.46	8.76	0.16666666666666666
1935	1	2.5	0.0	15.8	0.0
1936	1	0.61	0.0	6.3	0.0
1937	1	0.94	0.0	7.3	0.0
1938	1	4.7	6.45	32.25	0.2
1939	1	2.32	2.0	20.3	0.09852216748768472
1940	1	1.35	0.0	10.8	0.0
1941	1	2.43	0.0	14.8	0.0
1942	1	1.3	0.0	8.3	0.0
1943	1	3.4	3.85	23.15	0.16630669546436286
1944	1	7.5	0.1	28.9	0.003460207612456748
1945	1	1.6	0.0	9.8	0.0
1946	1	2.5	3.55	17.85	0.19887955182072828
1947	1	0.4	0.0	4.8	0.0
1948	1	18.66	0.0	58.34	0.0
1949	1	2.0	2.56	15.36	0.16666666666666669
1950	1	3.32	2.0	18.8	0.10638297872340426
1951	1	1.8	2.05	12.35	0.16599190283400808
1952	1	5.43	4.16	24.96	0.16666666666666666
1953	1	0.8	1.25	7.55	0.16556291390728478
1954	1	3.3	0.0	16.8	0.0
1955	5	0.89	0.0	8.3	0.0
1956	6	2.36	4.45	22.25	0.2
1957	1	3.84	0.0	18.8	0.0
1958	1	1.0	0.0	8.3	0.0
1959	1	1.0	1.0	9.3	0.1075268817204301
1960	1	1.4	1.96	11.76	0.16666666666666666
1961	3	0.0	7.0	65.34	0.10713192531374349
1962	1	1.26	0.0	8.8	0.0
1963	1	2.6	4.1	17.9	0.22905027932960895
1964	1	0.6	1.7	7.5	0.22666666666666666
1965	1	3.45	3.32	16.62	0.1997593261131167
1966	2	0.99	1.66	9.96	0.16666666666666666
1967	1	0.89	1.36	8.16	0.16666666666666669
1968	1	2.5	2.46	14.76	0.16666666666666666
1969	1	0.84	0.0	7.3	0.0
1970	5	5.31	5.26	31.56	0.16666666666666666
1971	1	6.06	0.0	24.8	0.0
1972	2	1.4	0.0	9.3	0.0
1973	1	7.7	0.0	25.8	0.0
1974	4	1.57	0.0	12.8	0.0
1975	1	0.9	0.0	7.3	0.0
1976	1	0.7	0.0	6.3	0.0
1977	5	0.54	1.1	8.4	0.13095238095238096
1978	1	1.9	2.0	12.8	0.15625
1979	1	4.9	0.0	16.3	0.0
1980	1	1.39	3.45	17.25	0.2
1981	6	1.32	0.0	7.8	0.0
1982	1	1.3	0.0	12.8	0.0
1983	1	0.06	1.0	4.8	0.20833333333333334
1984	1	1.7	1.0	12.8	0.078125
1985	1	0.9	0.0	6.3	0.0
1986	1	1.02	1.66	9.96	0.16666666666666666
1987	1	0.6	0.0	6.3	0.0
1988	1	0.2	0.75	5.05	0.1485148514851485
1989	1	10.03	5.0	49.34	0.10133765707336846
1990	1	20.96	0.0	58.34	0.0
1991	1	0.92	0.0	7.3	0.0
1992	1	0.4	1.55	6.85	0.22627737226277375
1993	1	0.31	0.0	4.3	0.0
1994	1	0.3	1.2	6.0	0.19999999999999998
1995	1	1.07	1.56	9.36	0.16666666666666669
1996	1	8.7	0.5	40.84	0.012242899118511263
1997	2	14.3	0.0	43.3	0.0
1998	1	1.2	0.0	10.3	0.0
1999	6	3.13	0.0	21.3	0.0
2000	2	1.06	2.45	12.25	0.2
2001	1	1.3	1.5	9.3	0.16129032258064516
2002	1	7.95	0.0	24.3	0.0
2003	3	2.46	2.66	15.96	0.16666666666666666
2004	1	4.6	0.0	16.8	0.0
2005	1	1.8	2.15	12.95	0.16602316602316602
2006	1	0.8	1.46	8.76	0.16666666666666666
2007	1	2.67	0.0	13.8	0.0
2008	2	1.22	2.45	12.25	0.2
2009	1	3.1	4.45	26.75	0.16635514018691588
2010	1	0.7	0.0	7.3	0.0
2011	1	1.7	0.0	9.3	0.0
2012	1	1.16	1.86	11.16	0.16666666666666669
2013	1	0.97	0.0	10.8	0.0
2014	1	9.81	0.0	44.34	0.0
2015	1	1.2	1.0	11.8	0.0847457627118644
2016	1	1.27	2.45	12.25	0.2
2017	1	1.57	3.54	15.34	0.23076923076923078
2018	1	0.4	0.7	5.0	0.13999999999999999
2019	1	2.9	2.0	19.3	0.10362694300518134
2020	1	1.8	0.0	11.3	0.0
2021	1	2.24	2.16	12.96	0.16666666666666666
2022	1	0.59	0.0	7.8	0.0
2023	1	0.8	0.0	8.8	0.0
2024	2	9.9	9.05	54.39	0.16639088067659497
2025	1	3.12	0.0	15.8	0.0
2026	1	1.2	2.15	12.95	0.16602316602316602
2027	1	4.32	5.36	32.16	0.16666666666666669
2028	1	6.97	0.0	26.8	0.0
2029	3	1.3	1.86	11.16	0.16666666666666669
2030	1	0.81	1.86	11.16	0.16666666666666669
2031	6	1.06	1.0	12.3	0.08130081300813008
2032	1	2.06	1.5	13.3	0.11278195488721804
2033	2	2.65	0.0	16.8	0.0
2034	1	2.36	1.5	16.3	0.09202453987730061
2035	1	0.31	0.0	4.3	0.0
2036	1	3.4	5.05	30.35	0.16639209225700163
2037	1	1.35	2.66	15.96	0.16666666666666666
2038	6	8.79	0.0	39.84	0.0
2039	1	0.2	0.0	3.8	0.0
2040	3	1.25	2.2	11.0	0.2
2041	1	4.3	5.56	33.36	0.16666666666666666
2042	2	3.97	0.0	21.3	0.0
2043	1	0.9	1.45	8.75	0.1657142857142857
2044	1	1.46	2.0	10.8	0.18518518518518517
2045	1	1.8	1.0	11.3	0.08849557522123894
2046	2	1.13	1.96	11.76	0.16666666666666666
2047	1	0.7	1.46	8.76	0.16666666666666666
2048	1	2.7	3.08	17.88	0.17225950782997765
2049	3	5.3	0.0	31.8	0.0
2050	1	2.4	1.25	11.05	0.11312217194570134
2051	1	1.0	0.0	9.8	0.0
2052	1	5.3	6.08	30.38	0.2001316655694536
2053	1	0.7	0.0	9.3	0.0
2054	1	0.92	1.66	9.96	0.16666666666666666
2055	1	0.86	1.0	9.8	0.1020408163265306
2056	5	8.64	5.77	34.61	0.16671482230569198
2057	1	1.0	0.78	8.58	0.09090909090909091
2058	1	0.8	1.2	8.0	0.15
2059	5	2.06	2.26	13.56	0.16666666666666666
2060	1	2.2	1.0	17.3	0.057803468208092484
2061	5	0.26	1.16	6.96	0.16666666666666666
2062	1	2.0	2.35	14.15	0.16607773851590107
2063	5	0.64	0.0	7.3	0.0
2064	1	1.9	0.0	13.8	0.0
2065	1	0.3	2.0	6.8	0.29411764705882354
2066	1	1.1	1.55	9.35	0.16577540106951874
2067	1	1.78	0.0	12.8	0.0
2068	1	11.94	0.0	46.84	0.0
2069	1	1.3	1.0	10.8	0.09259259259259259
2070	5	0.82	0.0	6.3	0.0
2071	2	11.7	8.15	48.99	0.16636048173096551
2072	1	0.4	1.15	6.95	0.16546762589928055
2073	5	1.06	2.86	17.16	0.16666666666666666
2074	1	0.65	1.06	6.36	0.16666666666666666
2075	1	1.4	2.96	17.76	0.16666666666666666
2076	1	3.31	0.0	16.3	0.0
2077	3	2.2	0.0	14.3	0.0
2078	1	1.03	1.96	11.76	0.16666666666666666
2079	1	13.9	13.3	79.85	0.16656230432060115
2080	4	0.53	0.0	6.8	0.0
2081	1	1.3	0.0	8.8	0.0
2082	1	0.44	0.0	7.3	0.0
2083	1	6.09	7.16	42.96	0.16666666666666666
2084	1	9.68	7.56	45.36	0.16666666666666666
2085	2	1.2	0.0	10.8	0.0
2086	1	3.5	2.0	19.8	0.10101010101010101
2087	1	0.82	0.7	10.0	0.06999999999999999
2088	1	1.0	1.45	8.75	0.1657142857142857
2089	1	6.74	0.0	27.8	0.0
2090	3	0.8	0.0	9.3	0.0
2091	1	0.47	1.0	6.8	0.14705882352941177
2092	1	0.3	0.0	4.8	0.0
2093	1	1.23	1.0	9.8	0.1020408163265306
2094	1	1.6	2.7	13.5	0.2
2095	1	0.7	1.66	9.96	0.16666666666666666
2096	2	1.37	0.0	6.8	0.0
2097	1	1.2	2.85	17.15	0.16618075801749274
2098	1	1.2	0.05	10.85	0.004608294930875576
2099	1	1.32	0.0	8.8	0.0
2100	1	2.92	6.08	30.38	0.2001316655694536
2101	1	2.48	1.7	16.0	0.10625
2102	1	0.88	0.0	11.8	0.0
2103	1	1.8	3.56	21.36	0.16666666666666669
2104	2	8.7	4.0	42.84	0.09337068160597571
2105	5	0.46	1.58	7.88	0.200507614213198
2106	2	3.7	2.0	22.8	0.08771929824561403
2107	2	2.0	1.5	14.8	0.10135135135135134
2108	1	1.4	1.0	11.3	0.08849557522123894
2109	1	1.96	2.46	14.76	0.16666666666666666
2110	6	1.24	0.0	14.3	0.0
2111	1	1.2	2.55	15.35	0.16612377850162866
2112	1	1.8	2.36	14.16	0.16666666666666666
2113	1	0.7	0.0	8.8	0.0
2114	2	1.0	2.0	12.8	0.15625
2115	5	0.97	2.16	12.96	0.16666666666666666
2116	3	1.6	3.45	17.25	0.2
2117	5	1.47	2.0	13.3	0.15037593984962405
2118	1	1.57	1.66	9.96	0.16666666666666666
2119	1	0.86	0.0	6.8	0.0
2120	2	1.09	1.0	9.8	0.1020408163265306
2121	1	1.53	1.66	9.96	0.16666666666666666
2122	6	0.37	0.0	5.8	0.0
2123	1	0.59	0.0	5.3	0.0
2124	1	21.65	11.67	70.01	0.16669047278960147
2125	1	1.8	2.55	12.85	0.19844357976653695
2126	1	3.61	6.69	28.99	0.23076923076923078
2127	1	0.9	2.0	9.8	0.2040816326530612
2128	1	2.3	1.5	13.3	0.11278195488721804
2129	1	1.05	0.0	8.3	0.0
2130	1	2.3	3.55	21.35	0.16627634660421545
2131	1	10.08	10.32	51.62	0.19992251065478497
2132	1	0.4	1.0	5.8	0.1724137931034483
2133	1	2.83	3.06	18.36	0.16666666666666669
2134	1	2.0	2.36	14.16	0.16666666666666666
2135	1	0.0	0.0	3.3	0.0
2136	1	0.8	0.0	9.8	0.0
2137	1	0.5	0.0	5.3	0.0
2138	1	1.2	0.0	8.8	0.0
2139	1	5.4	2.0	32.3	0.061919504643962855
2140	2	5.38	0.0	17.8	0.0
2141	1	0.44	0.96	5.76	0.16666666666666666
2142	1	0.3	0.8	8.1	0.09876543209876544
2143	1	5.7	4.54	34.84	0.13030998851894374
2144	1	1.7	0.0	9.8	0.0
2145	1	0.5	0.96	5.76	0.16666666666666666
2146	1	10.2	7.55	45.35	0.16648291069459756
2147	1	3.17	0.0	26.3	0.0
2148	1	1.6	0.0	16.3	0.0
2149	1	1.42	0.0	11.8	0.0
2150	2	5.94	3.76	22.56	0.16666666666666666
2151	3	2.55	2.96	17.76	0.16666666666666666
2152	1	1.9	2.25	13.55	0.16605166051660517
2153	2	0.32	0.0	3.8	0.0
2154	1	2.55	0.0	19.8	0.0
2155	2	1.6	0.0	13.3	0.0
2156	1	3.69	0.0	20.8	0.0
2157	1	1.5	0.0	9.8	0.0
2158	1	1.21	0.0	7.8	0.0
2159	2	1.89	2.26	13.56	0.16666666666666666
2160	1	0.84	1.0	7.3	0.136986301369863
2161	1	0.8	0.0	6.3	0.0
2162	1	1.6	0.0	13.8	0.0
2163	1	1.0	1.25	7.55	0.16556291390728478
2164	2	4.75	5.16	30.96	0.16666666666666666
2165	1	0.99	0.0	8.8	0.0
2166	1	10.4	8.77	52.61	0.166698346321992
2167	1	2.77	0.0	15.3	0.0
2168	1	1.2	1.86	11.16	0.16666666666666669
2169	1	1.81	0.0	10.3	0.0
2170	1	1.08	1.0	7.8	0.12820512820512822
2171	2	0.66	0.0	5.3	0.0
2172	1	1.5	0.0	17.3	0.0
2173	1	3.5	0.0	17.3	0.0
2174	1	1.1	1.7	9.0	0.18888888888888888
2175	1	1.0	1.0	8.8	0.11363636363636363
2176	1	0.75	0.0	7.3	0.0
2177	1	0.5	1.7	8.5	0.19999999999999998
2178	1	12.32	8.95	44.75	0.19999999999999998
2179	1	0.7	0.0	6.3	0.0
2180	1	4.5	6.45	32.25	0.2
2181	1	0.8	1.16	6.96	0.16666666666666666
2182	1	2.76	3.95	19.75	0.2
2183	1	0.73	0.0	7.3	0.0
2184	2	1.0	1.45	7.25	0.19999999999999998
2185	5	0.85	1.66	9.96	0.16666666666666666
2186	1	1.2	2.79	12.09	0.23076923076923078
2187	1	0.6	0.0	6.3	0.0
2188	1	1.4	3.55	17.85	0.19887955182072828
2189	2	1.51	4.32	21.62	0.1998149861239593
2190	1	1.7	1.76	10.56	0.16666666666666666
2191	6	0.77	1.0	7.8	0.12820512820512822
2192	6	3.81	4.26	25.56	0.16666666666666666
2193	1	2.36	0.0	12.3	0.0
2194	1	1.74	2.95	14.75	0.2
2195	1	3.0	0.0	16.3	0.0
2196	1	1.33	1.86	11.16	0.16666666666666669
2197	2	5.41	0.0	26.3	0.0
2198	1	0.79	1.58	7.88	0.200507614213198
2199	1	1.0	1.75	10.55	0.16587677725118483
2200	1	1.3	1.55	9.35	0.16577540106951874
2201	1	0.7	1.8	9.1	0.19780219780219782
2202	1	9.21	0.0	41.84	0.0
2203	2	0.35	0.0	4.8	0.0
2204	5	1.0	1.2	10.0	0.12
2205	1	0.8	0.0	5.8	0.0
2206	4	1.8	0.0	10.3	0.0
2207	1	0.7	0.0	6.3	0.0
2208	2	3.0	3.16	18.96	0.16666666666666666
2209	1	2.0	0.0	19.8	0.0
2210	2	2.67	3.46	20.76	0.16666666666666666
2211	1	0.86	0.0	10.3	0.0
2212	3	0.43	1.2	6.0	0.19999999999999998
2213	1	2.41	0.0	22.8	0.0
2214	1	1.38	0.0	6.8	0.0
2215	1	1.6	2.0	16.8	0.11904761904761904
2216	3	5.2	0.0	18.3	0.0
2217	1	1.29	0.0	8.3	0.0
2218	1	0.88	1.46	8.76	0.16666666666666666
2219	1	1.2	2.26	13.56	0.16666666666666666
2220	6	1.56	2.82	14.12	0.19971671388101983
2221	1	1.8	2.25	13.55	0.16605166051660517
2222	1	0.63	1.0	6.3	0.15873015873015872
2223	6	0.73	0.0	7.3	0.0
2224	1	6.84	0.0	24.3	0.0
2225	5	0.57	0.0	6.8	0.0
2226	2	2.51	0.0	18.3	0.0
2227	1	6.4	6.05	30.35	0.19934102141680393
2228	1	0.7	0.5	6.3	0.07936507936507936
2229	1	0.9	0.0	7.3	0.0
2230	1	0.51	0.0	6.3	0.0
2231	1	8.1	5.55	33.35	0.1664167916041979
2232	2	0.52	1.26	7.56	0.16666666666666669
2233	5	6.42	1.0	23.3	0.04291845493562232
2234	1	0.75	0.0	6.3	0.0
2235	1	1.27	2.0	17.8	0.11235955056179775
2236	1	1.0	0.0	9.8	0.0
2237	5	0.67	1.26	7.56	0.16666666666666669
2238	1	0.3	0.96	5.76	0.16666666666666666
2239	1	3.4	0.0	18.8	0.0
2240	1	0.75	0.0	5.8	0.0
2241	1	0.7	0.0	7.8	0.0
2242	1	1.2	2.45	12.25	0.2
2243	2	0.9	1.5	7.8	0.19230769230769232
2244	1	4.17	0.0	26.8	0.0
2245	1	2.08	2.76	16.56	0.16666666666666666
2246	1	0.29	1.44	6.24	0.23076923076923075
2247	1	0.54	1.0	6.3	0.15873015873015872
2248	1	0.62	0.0	5.8	0.0
2249	1	0.8	0.0	6.3	0.0
2250	1	5.15	6.86	41.16	0.16666666666666669
2251	4	1.08	0.0	6.3	0.0
2252	5	1.57	0.0	12.8	0.0
2253	1	17.4	10.0	74.34	0.13451708366962603
2254	1	1.7	2.35	14.15	0.16607773851590107
2255	1	3.5	0.0	16.8	0.0
2256	1	0.8	1.35	8.15	0.16564417177914112
2257	2	1.5	0.0	10.8	0.0
2258	2	0.5	0.0	4.8	0.0
2259	1	1.8	3.2	16.0	0.2
2260	1	3.12	1.5	14.3	0.1048951048951049
2261	6	2.06	2.46	14.76	0.16666666666666666
2262	2	1.38	2.2	11.0	0.2
2263	6	1.94	2.58	12.88	0.20031055900621117
2264	3	5.35	3.86	23.16	0.16666666666666666
2265	1	0.8	1.0	7.8	0.12820512820512822
2266	1	0.9	1.45	8.75	0.1657142857142857
2267	1	1.88	2.16	12.96	0.16666666666666666
2268	2	1.03	0.0	7.3	0.0
2269	1	1.31	1.56	9.36	0.16666666666666669
2270	2	2.8	3.06	18.36	0.16666666666666669
2271	1	1.06	3.84	16.64	0.23076923076923075
2272	5	0.33	0.0	4.8	0.0
2273	1	2.5	3.57	17.87	0.19977616116396194
2274	3	3.28	2.96	17.76	0.16666666666666666
2275	3	1.78	3.5	18.3	0.1912568306010929
2276	1	1.3	0.0	9.3	0.0
2277	1	2.1	2.26	13.56	0.16666666666666666
2278	1	9.54	0.0	36.84	0.0
2279	1	1.5	2.5	15.3	0.16339869281045752
2280	1	3.7	0.0	17.8	0.0
2281	1	1.8	2.0	10.3	0.1941747572815534
2282	2	6.85	0.0	23.8	0.0
2283	1	1.78	1.86	11.16	0.16666666666666669
2284	1	1.0	0.0	9.3	0.0
2285	1	0.89	2.19	9.49	0.23076923076923075
2286	1	1.1	2.2	11.0	0.2
2287	1	2.4	2.95	17.75	0.16619718309859155
2288	1	1.51	2.46	14.76	0.16666666666666666
2289	5	1.23	1.76	10.56	0.16666666666666666
2290	1	1.8	0.0	9.3	0.0
2291	1	3.1	0.0	22.3	0.0
2292	1	0.8	1.0	7.8	0.12820512820512822
2293	1	17.53	0.0	60.8	0.0
2294	1	1.9	2.55	15.35	0.16612377850162866
2295	1	0.6	0.36	7.66	0.04699738903394256
2296	2	1.3	2.25	13.55	0.16605166051660517
2297	1	1.54	2.16	12.96	0.16666666666666666
2298	1	1.69	0.0	12.3	0.0
2299	1	6.8	5.0	37.1	0.1347708894878706
2300	2	2.43	4.08	20.38	0.20019627085377822
2301	1	0.4	0.0	6.8	0.0
2302	1	1.0	2.08	10.38	0.2003853564547206
2303	2	0.59	1.86	11.16	0.16666666666666669
2304	5	0.2	0.0	4.8	0.0
2305	2	2.55	2.0	19.3	0.10362694300518134
2306	1	0.74	0.0	6.3	0.0
2307	1	1.8	0.0	12.3	0.0
2308	1	1.43	2.26	13.56	0.16666666666666666
2309	1	4.1	3.95	23.75	0.16631578947368422
2310	1	0.92	0.0	9.8	0.0
2311	1	1.78	2.76	16.56	0.16666666666666666
2312	5	1.11	0.0	11.8	0.0
2313	2	3.36	4.06	24.36	0.16666666666666666
2314	1	5.3	6.66	39.96	0.16666666666666666
2315	2	0.8	0.0	7.3	0.0
2316	1	0.9	0.0	8.8	0.0
2317	1	0.7	0.0	5.8	0.0
2318	4	1.21	2.58	12.88	0.20031055900621117
2319	1	4.1	5.6	24.4	0.22950819672131148
2320	3	8.3	1.0	43.8	0.022831050228310504
2321	1	0.7	1.0	7.8	0.12820512820512822
2322	2	0.91	0.0	5.8	0.0
2323	1	0.65	0.0	6.3	0.0
2324	1	2.8	3.56	21.36	0.16666666666666669
2325	2	0.9	1.55	9.35	0.16577540106951874
2326	1	0.3	1.06	6.36	0.16666666666666666
2327	6	2.1	2.66	15.96	0.16666666666666666
2328	1	1.84	0.0	8.8	0.0
2329	2	1.37	3.54	15.34	0.23076923076923078
2330	1	2.44	1.25	15.55	0.08038585209003216
2331	1	0.9	3.3	16.6	0.19879518072289154
2332	1	2.2	0.0	13.8	0.0
2333	1	1.2	0.0	8.3	0.0
2334	1	1.0	0.0	9.3	0.0
2335	6	0.74	1.26	7.56	0.16666666666666669
2336	1	0.53	0.0	5.8	0.0
2337	1	1.3	2.0	16.3	0.12269938650306748
2338	6	1.08	2.2	11.0	0.2
2339	1	1.3	0.0	12.8	0.0
2340	1	0.9	0.0	8.8	0.0
2341	1	1.4	0.0	8.3	0.0
2342	1	3.13	4.26	25.56	0.16666666666666666
2343	2	5.0	4.0	22.3	0.17937219730941703
2344	2	0.94	0.0	8.8	0.0
2345	1	1.75	0.0	9.8	0.0
2346	1	1.12	0.0	7.3	0.0
2347	1	0.93	1.56	9.36	0.16666666666666669
2348	2	1.0	0.0	6.8	0.0
2349	1	2.69	0.0	25.3	0.0
2350	1	0.9	0.0	8.3	0.0
2351	1	1.19	2.08	10.38	0.2003853564547206
2352	3	7.71	0.0	28.3	0.0
2353	1	1.51	2.66	15.96	0.16666666666666666
2354	1	2.2	3.0	13.8	0.21739130434782608
2355	2	1.0	3.09	13.39	0.23076923076923075
2356	3	2.14	0.0	14.3	0.0
2357	1	0.9	0.0	8.3	0.0
2358	1	0.8	0.0	6.8	0.0
2359	1	1.1	3.5	15.3	0.22875816993464052
2360	1	2.12	2.56	15.36	0.16666666666666669
2361	1	0.7	1.16	6.96	0.16666666666666666
2362	1	6.04	2.0	23.3	0.08583690987124463
2363	6	1.28	1.0	10.3	0.0970873786407767
2364	1	20.81	0.0	88.05	0.0
2365	1	1.7	0.0	11.3	0.0
2366	4	2.29	1.5	13.3	0.11278195488721804
2367	1	1.1	1.25	7.55	0.16556291390728478
2368	1	1.2	0.0	7.8	0.0
2369	1	1.72	2.66	15.96	0.16666666666666666
2370	6	10.27	0.0	46.84	0.0
2371	2	4.52	5.66	33.96	0.16666666666666666
2372	1	0.9	1.35	8.15	0.16564417177914112
2373	6	12.63	10.57	63.41	0.16669295063870054
2374	1	1.11	0.0	8.8	0.0
2375	1	0.85	0.0	6.3	0.0
2376	2	0.84	2.08	10.38	0.2003853564547206
2377	1	1.6	1.75	10.55	0.16587677725118483
2378	5	3.11	2.58	25.88	0.09969088098918084
2379	1	0.74	0.0	15.3	0.0
2380	1	0.81	1.45	7.25	0.19999999999999998
2381	1	0.2	0.0	7.8	0.0
2382	4	2.34	0.0	15.3	0.0
2383	1	0.89	1.0	7.8	0.12820512820512822
2384	1	6.0	0.4	33.2	0.012048192771084336
2385	1	1.3	3.3	16.6	0.19879518072289154
2386	1	2.03	0.0	12.8	0.0
2387	1	0.8	3.0	11.8	0.2542372881355932
2388	1	1.1	2.0	12.8	0.15625
2389	1	0.5	1.25	7.55	0.16556291390728478
2390	1	1.7	2.55	12.85	0.19844357976653695
2391	2	0.7	0.0	7.8	0.0
2392	1	0.72	0.0	6.3	0.0
2393	1	3.4	4.55	22.85	0.19912472647702406
2394	1	1.21	1.36	8.16	0.16666666666666669
2395	2	1.3	0.0	8.8	0.0
2396	1	3.1	0.0	13.8	0.0
2397	1	3.6	4.0	24.8	0.16129032258064516
2398	1	0.8	1.0	8.8	0.11363636363636363
2399	1	3.7	3.75	22.55	0.1662971175166297
2400	1	2.65	2.0	17.3	0.11560693641618497
2401	4	1.5	2.25	13.55	0.16605166051660517
2402	1	1.39	1.76	10.56	0.16666666666666666
2403	2	0.0	0.0	3.3	0.0
2404	2	0.24	0.0	3.8	0.0
2405	2	4.7	0.0	3.3	0.0
2406	5	0.92	1.56	9.36	0.16666666666666669
2407	5	0.99	1.46	8.76	0.16666666666666666
2408	1	2.24	2.46	14.76	0.16666666666666666
2409	1	0.74	1.7	8.5	0.19999999999999998
2410	1	5.3	2.0	28.3	0.0706713780918728
2411	2	10.1	6.0	47.34	0.12674271229404308
2412	3	0.98	0.0	7.3	0.0
2413	5	1.59	2.76	16.56	0.16666666666666666
2414	1	0.8	0.0	7.3	0.0
2415	1	6.3	8.0	34.8	0.2298850574712644
2416	1	0.5	1.45	7.25	0.19999999999999998
2417	2	1.62	2.26	13.56	0.16666666666666666
2418	1	1.2	1.95	11.75	0.16595744680851063
2419	5	2.51	0.0	12.8	0.0
2420	6	0.85	1.36	8.16	0.16666666666666669
2421	1	0.53	0.0	4.8	0.0
2422	5	2.69	1.55	15.35	0.10097719869706841
2423	6	0.63	0.0	6.3	0.0
2424	1	0.7	0.0	8.3	0.0
2425	2	2.5	3.2	21.0	0.1523809523809524
2426	1	11.78	0.0	50.84	0.0
2427	1	0.6	1.0	7.8	0.12820512820512822
2428	5	0.79	0.0	6.3	0.0
2429	1	1.2	1.95	11.75	0.16595744680851063
2430	2	1.28	1.46	8.76	0.16666666666666666
2431	6	7.74	1.0	26.3	0.03802281368821293
2432	1	0.9	1.36	8.16	0.16666666666666669
2433	1	0.52	0.0	7.3	0.0
2434	1	9.5	9.25	55.59	0.16639683396294297
2435	1	0.9	1.2	9.0	0.13333333333333333
2436	1	2.56	5.2	26.0	0.2
2437	1	0.8	1.46	8.76	0.16666666666666666
2438	2	1.2	2.0	12.3	0.16260162601626016
2439	1	0.7	1.7	8.5	0.19999999999999998
2440	1	1.24	2.86	17.16	0.16666666666666666
2441	1	9.64	11.84	59.18	0.2000675904021629
2442	1	0.95	0.0	6.3	0.0
2443	1	0.7	2.0	11.8	0.1694915254237288
2444	1	3.11	7.44	32.24	0.23076923076923075
2445	3	2.24	0.0	16.8	0.0
2446	1	1.2	0.0	10.8	0.0
2447	1	1.27	0.0	15.3	0.0
2448	1	1.67	0.0	12.3	0.0
2449	5	1.69	2.66	15.96	0.16666666666666666
2450	3	1.5	3.16	18.96	0.16666666666666666
2451	1	1.33	1.0	11.8	0.0847457627118644
2452	1	3.11	4.45	22.25	0.2
2453	6	1.64	0.0	11.3	0.0
2454	1	1.15	0.0	7.3	0.0
2455	1	1.6	0.0	17.8	0.0
2456	1	2.04	2.0	12.3	0.16260162601626016
2457	1	1.0	1.55	9.35	0.16577540106951874
2458	3	13.3	0.0	40.3	0.0
2459	1	1.1	0.0	7.8	0.0
2460	1	2.7	0.0	17.8	0.0
2461	1	2.16	3.95	19.75	0.2
2462	1	1.02	1.0	12.8	0.078125
2463	1	1.2	2.26	13.56	0.16666666666666666
2464	1	2.5	3.45	20.75	0.16626506024096385
2465	2	18.02	5.55	63.89	0.08686805446861794
2466	1	4.82	2.2	24.0	0.09166666666666667
2467	1	2.08	0.0	11.8	0.0
