	passenger_count	trip_distance	total_amount
4371	3	0.65	5.8
4372	1	0.0	3.8
4373	1	2.01	10.3
4374	2	8.02	34.12
4375	1	7.6	30.35
4376	3	10.2	30.3
4377	1	1.63	8.8
4378	1	0.6	5.3
4379	1	5.3	23.8
4380	1	3.54	14.3
4381	1	0.6	5.3
4382	1	10.63	44.21
4383	1	1.3	7.8
4384	1	3.2	14.8
4385	1	0.87	8.3
4386	3	1.4	7.8
4387	1	1.7	8.3
4388	1	18.6	68.13
4389	5	6.57	20.8
4390	1	2.31	13.56
4391	1	1.03	10.38
4392	1	2.4	11.8
4393	1	9.57	29.3
4394	1	4.18	16.8
4395	3	2.2	11.3
4396	1	0.7	5.3
4397	1	1.4	8.44
4398	1	4.66	19.8
4399	1	2.2	10.8
4400	1	2.8	15.95
4401	6	8.59	36.84
4402	1	0.71	6.3
4403	5	3.14	15.3
4404	1	3.7	13.8
4405	1	1.34	8.3
4406	1	14.0	57.59
4407	1	4.82	21.96
4408	1	1.6	8.8
4409	2	3.3	19.1
4410	1	1.64	12.36
4411	1	2.0	15.3
4412	1	1.2	9.95
4413	3	3.19	13.8
4414	1	0.9	6.3
4415	1	6.1	29.12
4416	1	5.05	19.8
4417	1	9.8	35.15
4418	1	2.51	14.16
4419	1	4.1	20.35
4420	1	4.9	19.3
4421	1	3.3	17.3
4422	1	0.7	7.5
4423	2	3.5	14.8
4424	2	6.6	25.8
4425	1	3.6	16.3
4426	1	2.4	11.3
4427	1	1.7	11.75
4428	1	0.76	5.8
4429	1	8.84	27.3
4430	4	5.4	23.8
4431	1	16.7	69.99
4432	1	3.48	16.56
4433	1	1.5	8.3
4434	2	1.21	8.8
4435	1	3.52	17.76
4436	2	0.97	7.8
4437	1	4.78	20.76
4438	1	4.69	23.3
4439	1	0.5	5.3
4440	6	1.95	11.76
4441	1	1.05	7.56
4442	1	2.9	11.8
4443	1	6.5	28.55
4444	1	0.3	5.3
4445	2	4.3	21.36
4446	1	2.5	14.3
4447	1	1.8	12.25
4448	1	2.9	13.8
4449	2	2.5	11.8
4450	1	4.86	17.8
4451	1	0.4	5.3
4452	2	1.71	11.16
4453	1	2.5	14.16
4454	1	1.5	11.76
4455	5	1.79	11.62
4456	3	10.2	29.8
4457	1	3.96	20.5
4458	2	2.51	12.8
4459	5	2.44	12.96
4460	1	1.7	9.3
4461	2	0.42	6.3
4462	1	2.09	12.3
4463	1	1.99	11.3
4464	1	2.17	12.36
4465	1	0.0	61.6
4466	1	1.64	10.56
4467	1	0.59	7.54
4468	1	0.6	7.5
4469	1	1.2	7.8
4470	1	1.9	11.3
4471	1	1.2	8.75
4472	1	1.37	7.8
4473	1	16.61	52.8
4474	1	0.6	7.55
4475	1	8.4	33.36
4476	2	4.98	20.76
4477	1	2.5	13.55
4478	1	1.5	11.0
4479	1	3.05	13.8
4480	3	13.84	45.96
4481	1	0.6	5.3
4482	4	6.7	26.16
4483	1	1.7	11.15
4484	6	7.4	23.8
4485	1	0.6	6.3
4486	1	3.6	14.3
4487	6	2.09	10.8
4488	2	3.0	14.76
4489	1	1.8	10.8
4490	2	0.56	5.76
4491	1	14.22	48.36
4492	2	3.3	15.96
4493	1	2.7	15.03
4494	1	13.7	39.8
4495	1	0.69	6.3
4496	1	0.5	5.3
4497	2	8.05	31.56
4498	5	7.77	34.3
4499	1	0.8	7.85
4500	1	1.0	7.8
4501	1	3.5	19.8
4502	1	7.0	30.3
4503	2	0.6	6.3
4504	1	2.5	11.3
4505	1	4.79	18.3
4506	2	1.7	10.8
4507	1	4.08	20.3
4508	1	2.4	13.55
4509	1	1.5	11.3
4510	1	0.8	7.3
4511	1	3.3	13.3
4512	1	0.3	4.8
4513	5	3.13	14.76
4514	1	5.3	18.3
4515	1	3.94	20.76
4516	1	0.6	5.8
4517	1	6.1	26.75
4518	4	0.5	5.8
4519	1	1.9	11.6
4520	1	0.8	6.95
4521	1	1.6	9.8
4522	1	9.52	33.8
4523	1	1.6	8.8
4524	1	8.4	30.3
4525	1	6.05	21.3
4526	1	2.22	9.8
4527	2	3.5	18.59
4528	6	1.52	8.8
4529	1	8.5	31.56
4530	6	0.73	5.8
4531	4	1.9	8.8
4532	2	4.5	23.8
4533	1	0.0	63.35
4534	1	3.01	14.3
4535	1	1.7	9.96
4536	3	3.02	16.3
4537	1	5.21	24.75
4538	1	1.8	11.8
4539	1	6.5	31.55
4540	1	18.1	62.8
4541	1	1.0	7.8
4542	2	4.0	17.3
4543	3	1.89	12.36
4544	1	5.1	21.95
4545	1	1.98	10.8
4546	2	8.77	37.34
4547	2	0.9	8.5
4548	1	9.2	40.59
4549	1	15.7	44.3
4550	5	24.97	67.8
4551	6	9.79	43.01
4552	1	2.2	10.3
4553	1	0.9	7.3
4554	1	2.3	9.8
4555	1	11.02	44.54
4556	1	1.48	9.8
4557	1	1.1	6.8
4558	5	4.78	20.76
4559	1	2.3	10.3
4560	1	1.06	8.16
4561	2	2.7	11.8
4562	1	10.41	38.16
4563	1	1.88	11.3
4564	1	7.7	32.34
4565	2	1.8	9.8
4566	1	4.1	18.8
4567	1	3.0	14.8
4568	1	3.15	16.64
4569	2	4.26	15.8
4570	1	1.9	9.8
4571	1	4.38	21.96
4572	1	7.6	35.79
4573	5	17.11	57.8
4574	1	0.84	8.16
4575	1	0.5	5.8
4576	1	8.22	37.01
4577	1	0.58	6.96
4578	1	0.97	6.8
4579	1	20.79	70.01
4580	1	0.93	6.3
4581	1	1.8	8.8
4582	5	3.3	16.56
4583	1	37.2	210.14
4584	1	0.5	5.3
4585	1	0.5	6.3
4586	1	4.5	17.8
4587	1	3.9	19.56
4588	1	3.4	17.76
4589	1	2.15	10.3
4590	1	1.97	9.8
4591	1	1.7	11.15
4592	1	3.8	15.8
4593	2	0.42	5.8
4594	1	6.5	30.29
4595	2	4.13	19.56
4596	1	8.2	58.34
4597	1	0.7	7.25
4598	1	4.53	21.36
4599	1	3.1	15.35
4600	1	2.3	11.75
4601	1	4.12	18.3
4602	5	3.73	13.8
4603	2	11.42	50.16
4604	2	8.0	33.96
4605	2	2.41	10.3
4606	5	0.86	5.8
4607	1	2.78	14.76
4608	1	0.8	7.56
4609	1	1.7	9.3
4610	1	2.4	13.0
4611	1	1.2	10.55
4612	2	7.0	32.75
4613	2	1.4	10.56
4614	1	1.4	11.15
4615	1	0.9	7.88
4616	1	3.1	12.3
4617	1	0.7	7.3
4618	6	0.77	5.8
4619	5	0.42	5.76
4620	1	3.37	13.8
4621	1	0.5	5.3
4622	4	1.1	6.8
4623	1	19.9	68.34
4624	2	3.1	12.8
4625	1	5.09	22.56
4626	6	2.08	11.76
4627	1	0.7	7.8
4628	1	0.7	5.8
4629	3	0.5	5.3
4630	1	4.5	15.3
4631	1	3.4	12.8
4632	1	1.0	6.8
4633	1	19.0	66.34
4634	5	6.86	30.3
4635	1	7.3	30.34
4636	1	2.62	11.8
4637	1	18.2	72.89
4638	1	11.5	35.3
4639	4	10.6	37.8
4640	1	1.93	8.3
4641	2	2.5	13.5
4642	1	3.83	16.3
4643	1	0.78	5.8
4644	3	0.82	7.56
4645	1	0.8	6.3
4646	1	1.0	7.3
4647	2	1.3	9.0
4648	1	0.0	3.8
4649	1	6.25	20.8
4650	1	4.17	15.8
4651	1	0.0	5.8
4652	1	5.6	22.3
4653	1	0.7	6.8
4654	1	2.0	12.35
4655	1	0.6	5.3
4656	1	5.93	21.3
4657	1	0.94	8.16
4658	1	5.06	19.8
4659	1	8.8	36.95
4660	3	7.3	23.8
4661	1	1.7	9.3
4662	1	5.0	19.8
4663	3	0.8	6.8
4664	1	9.1	28.8
4665	1	3.15	13.3
4666	2	1.27	8.76
4667	1	7.3	28.55
4668	1	2.29	11.8
4669	1	1.8	10.56
4670	1	3.15	12.8
4671	3	3.49	17.16
4672	1	3.0	16.56
4673	1	0.6	5.3
4674	1	0.4	5.3
4675	1	2.07	12.36
4676	1	4.2	16.3
4677	1	4.3	18.36
4678	1	1.0	7.8
4679	2	0.99	7.3
4680	1	2.32	14.16
4681	1	4.03	18.0
4682	1	9.1	33.95
4683	1	1.98	9.3
4684	1	1.0	9.8
4685	1	10.4	42.39
4686	1	2.2	9.8
4687	1	1.7	9.8
4688	1	3.0	16.8
4689	1	3.7	20.0
4690	1	1.49	9.8
4691	1	6.32	21.3
4692	1	0.8	6.96
4693	1	1.5	8.8
4694	1	4.7	16.3
4695	1	0.81	11.3
4696	1	2.6	14.15
4697	1	1.9	10.56
4698	1	10.2	46.0
4699	1	3.43	15.3
4700	1	0.45	5.3
4701	3	5.53	24.8
4702	1	6.62	22.8
4703	1	1.3	7.8
4704	1	2.18	12.36
4705	1	6.1	30.39
4706	1	9.69	29.3
4707	3	1.68	9.8
4708	1	2.32	13.56
4709	1	8.4	37.0
4710	1	3.59	14.3
4711	2	1.06	6.8
4712	1	3.4	12.8
4713	1	2.1	11.16
4714	5	1.93	13.8
4715	1	0.9	7.8
4716	6	0.77	13.56
4717	2	0.86	7.8
4718	1	1.8	13.3
4719	1	0.82	6.96
4720	3	1.91	13.39
4721	1	0.41	5.3
4722	1	2.1	12.8
4723	1	2.0	17.8
4724	1	12.0	49.84
4725	1	16.5	68.34
4726	1	2.35	12.96
4727	4	19.3	71.84
4728	4	11.03	39.84
4729	3	1.07	13.5
4730	1	6.1	18.8
4731	1	1.7	18.3
4732	1	2.8	17.85
4733	1	1.14	15.36
4734	1	1.22	9.3
4735	1	1.5	12.8
4736	1	2.1	12.35
4737	5	3.37	24.85
4738	1	0.6	9.8
4739	1	1.9	12.3
4740	2	4.3	26.8
4741	1	0.5	10.56
4742	1	1.8	16.55
4743	1	0.7	8.3
4744	1	0.23	4.3
4745	1	1.18	9.8
4746	2	3.29	19.3
4747	2	1.51	14.8
4748	2	3.7	26.8
4749	5	0.77	8.16
4750	1	1.3	7.3
4751	1	5.16	21.96
4752	2	0.45	7.3
4753	1	1.6	11.3
4754	1	1.7	10.7
4755	1	0.38	4.8
4756	2	2.8	21.0
4757	1	3.67	24.36
4758	2	1.39	14.3
4759	5	0.56	6.8
4760	4	2.8	18.95
4761	1	0.6	5.8
4762	3	2.13	15.8
4763	1	3.1	27.36
4764	1	0.43	9.36
4765	4	1.63	11.16
4766	2	0.7	10.1
4767	1	1.6	18.5
4768	1	1.07	9.3
4769	1	0.52	5.3
4770	1	1.4	11.3
4771	1	11.6	58.61
4772	5	0.65	7.8
4773	1	0.9	6.8
4774	1	1.0	8.8
4775	1	9.6	54.4
4776	1	0.85	6.3
4777	1	2.4	14.75
4778	3	2.82	16.8
4779	1	1.2	20.54
4780	1	1.93	16.3
4781	1	1.53	11.76
4782	1	1.67	11.76
4783	2	1.6	10.3
4784	2	3.13	17.8
4785	2	1.85	20.3
4786	1	1.3	15.3
4787	4	1.63	12.36
4788	1	2.82	11.3
4789	3	8.88	29.8
4790	4	0.55	7.8
4791	1	1.3	8.8
4792	1	4.2	24.3
4793	1	1.6	10.4
4794	1	0.48	4.8
4795	1	2.56	13.3
4796	1	0.6	8.3
4797	2	1.3	11.3
4798	1	0.83	11.62
4799	1	1.7	8.8
4800	1	0.6	5.8
4801	2	1.19	10.56
4802	1	1.2	8.3
4803	1	0.8	7.3
4804	5	1.13	13.8
4805	2	2.1	15.96
4806	2	1.76	11.76
4807	1	0.8	8.16
4808	1	0.0	3.3
4809	1	2.05	18.3
4810	1	1.6	13.3
4811	1	0.77	8.3
4812	1	1.69	11.3
4813	1	2.0	17.15
4814	1	0.75	6.96
4815	1	1.6	22.55
4816	1	0.4	5.3
4817	2	1.1	14.15
4818	4	5.54	29.75
4819	1	0.61	5.8
4820	1	0.93	6.8
4821	6	9.36	40.61
4822	1	4.9	36.88
4823	1	2.72	21.96
4824	1	1.9	18.8
4825	4	0.0	20.3
4826	1	0.98	7.3
4827	1	2.86	12.3
4828	1	1.4	12.95
4829	1	0.6	13.56
4830	2	0.68	5.8
4831	1	4.45	24.3
4832	1	1.0	8.75
4833	1	2.6	18.55
4834	2	1.96	21.36
4835	1	2.2	16.6
4836	1	1.3	8.16
4837	1	1.1	8.3
4838	6	0.59	7.25
4839	1	1.37	12.96
4840	1	2.0	12.3
4841	5	0.0	20.3
4842	1	0.5	7.3
4843	1	6.97	26.3
4844	1	1.4	12.95
4845	1	5.36	18.3
4846	1	3.2	20.15
4847	2	2.9	19.8
4848	1	1.4	9.3
4849	1	0.4	5.3
4850	1	1.5	10.3
4851	1	1.3	10.8
4852	4	0.79	11.3
4853	2	1.4	13.5
4854	3	1.7	13.8
4855	1	1.9	17.3
4856	1	1.0	11.0
4857	1	1.02	8.3
4858	1	1.9	14.8
4859	1	0.7	7.8
4860	1	0.5	6.8
4861	1	1.44	10.3
4862	1	1.4	11.3
4863	1	1.7	9.8
4864	1	11.5	32.8
4865	1	1.7	10.55
4866	2	2.2	11.3
4867	1	1.85	13.3
4868	1	5.75	21.8
4869	1	3.1	18.95
4870	1	1.0	12.95
4871	1	1.26	9.3
4872	1	0.5	6.8
4873	1	6.8	29.75
4874	5	1.12	6.8
4875	2	0.6	6.3
4876	1	0.9	7.3
4877	1	8.13	39.0
4878	1	0.4	6.35
4879	2	8.06	39.36
4880	1	7.36	29.76
4881	5	2.39	27.36
4882	1	1.9	12.3
4883	1	2.04	13.0
4884	1	1.0	8.15
4885	5	0.63	9.36
4886	2	1.7	9.8
4887	3	7.16	33.36
4888	1	0.8	7.3
4889	6	0.45	4.8
4890	2	1.6	10.3
4891	1	0.9	9.35
4892	1	0.5	6.2
4893	1	1.0	7.3
4894	5	1.12	16.64
4895	1	2.26	11.8
4896	1	0.2	5.16
4897	1	1.3	11.15
4898	2	15.4	84.66
4899	1	1.95	8.3
4900	1	0.9	7.3
4901	1	3.01	18.8
4902	1	1.1	8.75
4903	1	0.82	6.3
4904	1	1.3	17.8
4905	1	0.6	6.55
4906	1	0.9	6.8
4907	1	0.6	6.96
4908	2	0.64	7.54
4909	5	2.0	11.8
4910	1	1.9	12.35
4911	1	1.18	8.3
4912	1	0.4	5.3
4913	1	3.2	22.3
4914	1	2.2	11.8
4915	5	3.63	18.96
4916	2	0.86	7.8
4917	1	1.2	9.35
4918	2	2.71	23.76
4919	1	1.2	13.3
4920	1	1.55	9.3
4921	1	1.13	7.3
4922	1	1.1	7.8
4923	1	9.6	42.39
4924	5	22.46	70.01
4925	1	1.0	8.15
4926	1	2.78	17.76
4927	1	1.06	17.29
4928	1	0.5	11.6
4929	6	17.05	58.34
4930	1	2.02	14.3
4931	1	0.94	5.8
4932	1	1.1	7.8
4933	1	1.2	9.95
4934	1	1.6	10.3
4935	1	0.9	7.8
4936	1	2.6	10.8
4937	3	0.6	6.3
4938	1	2.6	14.8
4939	1	2.29	19.75
4940	1	1.2	9.3
4941	2	1.81	15.8
4942	1	1.8	15.96
4943	1	1.28	9.36
4944	1	0.68	6.36
4945	1	0.8	10.55
4946	1	0.5	6.3
4947	1	10.7	47.89
4948	1	2.5	16.3
4949	5	0.61	8.76
4950	1	0.7	10.8
4951	1	2.1	18.95
4952	1	0.44	7.56
4953	1	2.1	14.76
4954	3	1.8	17.8
4955	1	0.6	4.8
4956	1	1.7	11.15
4957	1	1.9	13.8
4958	1	9.5	39.8
4959	1	1.84	14.3
4960	1	0.75	7.8
4961	1	1.92	12.3
4962	1	1.0	9.75
4963	1	1.7	17.25
4964	1	1.5	15.3
4965	1	0.5	6.89
4966	6	2.22	21.8
4967	1	0.7	11.15
4968	1	1.91	19.8
4969	5	1.01	9.36
4970	1	1.6	14.16
4971	1	0.6	7.8
4972	1	11.3	48.34
4973	2	1.68	11.3
4974	1	1.6	12.8
4975	1	1.3	17.16
4976	1	0.7	13.4
4977	5	2.31	23.8
4978	1	1.5	17.25
4979	4	1.42	10.3
4980	3	4.72	24.8
4981	2	1.09	7.3
4982	1	6.8	27.96
4983	1	0.52	6.8
4984	1	5.7	26.8
4985	4	1.06	9.8
4986	1	1.63	14.75
4987	1	2.12	13.8
4988	5	0.73	9.36
4989	1	1.74	14.3
4990	1	2.55	13.3
4991	1	1.6	10.3
4992	1	2.2	18.96
4993	1	1.4	11.15
4994	2	4.2	20.3
4995	2	5.19	24.3
4996	1	0.3	7.56
4997	2	2.05	12.3
4998	1	6.3	24.34
4999	2	1.2	9.35
5000	1	4.6	30.9
5001	1	2.27	14.8
5002	1	0.89	6.8
5003	1	1.33	18.36
5004	5	1.47	11.8
5005	1	3.0	21.8
5006	2	1.02	9.8
5007	1	2.23	14.8
5008	1	1.2	11.8
5009	3	0.78	8.16
5010	1	2.12	17.25
5011	1	1.0	9.3
5012	1	8.0	29.8
5013	1	5.06	39.12
5014	1	8.79	26.3
5015	1	15.81	64.61
5016	1	1.1	9.8
5017	1	0.6	6.4
5018	1	1.5	19.3
5019	2	1.51	10.3
5020	1	2.1	18.59
5021	3	0.63	5.8
5022	3	2.0	16.55
5023	6	2.42	18.36
5024	1	1.0	11.0
5025	2	8.1	34.3
5026	5	0.66	7.55
5027	2	0.87	9.36
5028	4	19.91	72.92
5029	1	11.4	69.99
5030	1	14.9	92.45
5031	1	1.3	16.3
5032	1	1.0	12.85
5033	1	2.3	18.8
5034	1	0.7	7.8
5035	1	5.1	25.3
5036	1	0.81	10.56
5037	1	0.78	7.8
5038	1	1.65	18.36
5039	1	1.2	8.8
5040	1	3.5	23.75
5041	1	2.5	12.3
5042	1	11.88	62.21
5043	2	6.3	28.5
5044	1	1.3	8.8
5045	1	0.0	3.3
5046	1	0.93	7.56
5047	1	1.94	16.3
5048	1	1.09	9.36
5049	1	2.0	17.8
5050	5	1.29	9.8
5051	1	2.8	14.8
5052	5	0.39	4.3
5053	1	3.1	12.3
5054	1	7.0	27.85
5055	1	0.73	7.8
5056	1	1.0	9.3
5057	1	2.6	13.3
5058	2	1.68	12.8
5059	1	2.5	15.35
5060	1	4.43	23.8
5061	1	4.39	16.8
5062	1	9.6	48.41
5063	1	7.0	32.75
5064	1	1.62	20.54
5065	1	1.29	10.3
5066	2	7.55	30.3
5067	1	1.7	26.0
5068	2	0.7	6.95
5069	1	1.2	4.37
5070	2	0.4	4.3
5071	5	1.63	12.3
5072	3	3.5	16.3
5073	2	9.05	46.84
5074	2	2.61	32.16
5075	1	1.28	10.56
5076	1	0.3	4.3
5077	1	1.85	24.36
5078	1	0.84	7.3
5079	2	0.6	5.3
5080	1	1.63	18.36
5081	2	1.5	15.3
5082	1	1.29	11.3
5083	1	1.8	18.35
5084	3	5.4	20.8
5085	1	15.98	70.01
5086	5	2.59	16.8
5087	5	0.0	3.3
5088	1	0.7	11.44
5089	1	3.7	20.3
5090	1	1.0	18.3
5091	2	0.78	12.36
5092	1	0.96	8.5
5093	2	3.5	18.8
5094	1	1.17	9.36
5095	1	11.08	59.59
5096	2	9.93	48.55
5097	0	1.3	14.75
5098	6	3.16	24.8
5099	1	18.15	70.01
5100	5	1.28	7.8
5101	2	3.7	20.3
5102	1	1.0	10.12
5103	1	1.7	11.8
5104	1	13.78	97.57
5105	1	1.8	14.3
5106	6	1.12	24.96
5107	1	13.0	71.21
5108	3	3.61	37.56
5109	1	1.0	17.15
5110	1	0.5	6.8
5111	5	1.42	10.3
5112	3	1.4	20.15
5113	1	17.0	58.34
5114	1	0.7	4.8
5115	2	2.69	26.8
5116	1	1.1	8.3
5117	1	0.7	8.3
5118	1	1.02	8.6
5119	1	1.82	14.3
5120	1	0.7	6.3
5121	6	0.86	7.8
5122	1	1.11	9.96
5123	1	1.0	8.3
5124	1	2.71	16.55
5125	2	0.9	13.8
5126	3	0.95	8.3
5127	1	6.49	29.76
5128	2	7.9	36.84
5129	1	1.9	14.8
5130	5	2.14	14.8
5131	5	0.61	7.8
5132	1	0.8	17.3
5133	1	3.0	16.3
5134	1	1.65	15.96
5135	1	1.35	9.8
5136	1	0.59	9.49
5137	1	1.61	16.8
5138	2	1.43	10.3
5139	1	1.09	12.3
5140	1	9.0	39.34
5141	1	2.08	13.8
5142	2	5.6	28.8
5143	1	8.9	40.84
5144	2	9.87	51.41
5145	2	1.0	8.3
5146	1	1.2	14.3
5147	2	0.84	9.36
5148	1	0.63	9.8
5149	1	7.66	38.81
5150	2	0.78	5.8
5151	1	0.8	12.8
5152	3	9.1	35.34
5153	1	1.5	12.3
5154	1	1.71	14.16
5155	1	1.3	13.3
5156	3	2.19	11.16
5157	1	3.14	27.8
5158	1	12.5	49.98
5159	3	10.3	50.34
5160	1	1.9	24.4
5161	1	0.87	8.5
5162	1	1.6	12.36
5163	5	5.2	23.16
5164	1	2.17	15.8
5165	1	1.85	17.76
5166	1	1.37	17.16
5167	1	1.0	8.3
5168	2	9.1	37.8
5169	1	2.9	17.3
5170	2	1.0	12.96
5171	1	1.3	16.8
5172	4	1.55	10.8
5173	1	1.9	10.3
5174	6	11.62	49.3
5175	1	10.3	59.19
5176	2	1.64	12.8
5177	3	1.2	11.3
5178	1	0.99	8.8
5179	1	1.6	20.3
5180	6	1.08	12.25
5181	1	2.2	26.6
5182	1	0.4	6.3
5183	1	1.2	9.36
5184	1	0.1	5.8
5185	1	19.69	58.34
5186	2	0.61	5.76
5187	1	0.9	16.55
5188	2	17.0	69.99
5189	3	1.1	7.8
5190	1	1.8	9.3
5191	1	0.5	4.8
5192	1	0.8	7.8
5193	1	3.06	13.8
5194	1	2.88	26.16
5195	1	1.5	10.8
5196	1	1.6	11.15
5197	6	1.26	10.56
5198	1	2.7	20.8
5199	2	1.8	15.3
5200	1	2.2	23.15
5201	1	0.77	9.96
5202	1	1.11	8.76
5203	3	0.6	7.8
5204	1	2.2	20.8
5205	1	0.69	16.56
5206	1	1.9	18.8
5207	1	1.0	9.8
5208	1	2.3	15.95
5209	1	0.44	5.8
5210	1	20.31	58.34
5211	6	1.3	14.3
5212	2	1.6	10.55
5213	1	0.07	71.76
5214	1	1.32	11.16
5215	1	1.3	8.3
5216	1	1.4	13.56
5217	1	1.2	14.8
5218	1	2.9	17.16
5219	1	1.5	23.5
5220	1	0.92	6.8
5221	6	0.75	5.8
5222	1	1.6	10.3
5223	1	6.2	30.35
5224	1	0.63	5.3
5225	1	9.2	48.54
5226	1	0.8	5.8
5227	1	0.43	6.3
5228	1	1.5	12.3
5229	1	9.9	47.21
5230	1	2.0	14.8
5231	1	1.1	12.74
5232	1	1.7	11.6
5233	1	0.7	7.56
5234	1	1.1	11.75
5235	1	1.1	9.3
5236	1	7.86	26.8
5237	1	0.47	9.3
5238	1	1.0	11.85
5239	1	1.1	9.36
5240	3	1.07	8.16
5241	6	4.61	20.3
5242	1	2.42	19.8
5243	1	1.34	10.8
5244	1	0.3	5.3
5245	1	2.0	15.8
5246	1	2.2	17.3
5247	1	0.0	15.3
5248	1	1.3	7.8
5249	2	2.43	14.76
5250	1	0.6	7.3
5251	1	2.25	18.5
5252	1	1.0	8.15
5253	2	1.8	11.8
5254	1	1.6	14.1
5255	1	0.5	5.3
5256	1	0.9	7.8
5257	1	10.6	54.84
5258	1	1.7	11.8
5259	1	3.22	15.96
5260	3	1.4	12.8
5261	1	1.07	8.3
5262	1	2.5	13.55
5263	5	1.06	8.3
5264	1	1.78	16.3
5265	1	2.08	14.3
5266	5	1.89	18.5
5267	1	3.86	40.04
5268	2	2.1	19.1
5269	1	0.6	5.3
5270	2	1.16	9.36
5271	3	2.2	18.55
5272	1	1.7	13.3
5273	5	1.32	8.3
5274	5	10.73	48.41
5275	1	1.68	12.8
5276	1	10.99	47.3
5277	1	1.2	14.3
5278	2	1.18	13.8
5279	3	0.79	5.8
5280	5	5.71	20.8
5281	1	0.52	8.19
5282	1	2.5	12.8
5283	4	1.92	23.16
5284	1	3.7	18.8
5285	1	9.1	46.56
5286	1	1.1	9.35
5287	1	3.5	26.76
5288	1	10.38	41.3
5289	1	2.6	13.8
5290	1	3.5	23.8
5291	2	0.4	5.3
5292	1	0.94	10.79
5293	3	9.6	33.8
5294	1	1.28	10.3
5295	5	0.36	8.76
5296	1	2.1	17.75
5297	1	0.9	6.3
5298	1	5.0	24.95
5299	2	0.99	8.8
5300	3	17.3	59.34
5301	3	0.68	5.8
5302	2	11.11	56.34
5303	1	0.3	6.8
5304	1	0.8	9.8
5305	1	6.6	24.3
5306	1	3.2	32.8
5307	1	2.7	14.8
5308	1	1.45	9.96
5309	1	0.2	5.75
5310	1	1.7	25.3
5311	3	1.1	16.6
5312	2	5.19	29.16
5313	1	3.6	17.15
5314	6	0.63	6.36
5315	1	1.43	13.3
5316	1	1.91	12.96
5317	1	0.6	6.8
5318	1	2.2	13.8
5319	1	2.2	24.96
5320	5	2.02	16.3
5321	1	2.91	20.3
5322	1	5.6	24.3
5323	2	1.3	9.75
5324	1	2.2	14.8
5325	2	1.2	9.36
5326	1	0.8	10.3
5327	2	1.71	19.12
5328	1	3.29	19.8
5329	1	1.2	9.36
5330	1	1.29	9.3
5331	2	1.23	7.3
5332	3	10.93	53.34
5333	2	1.5	14.3
5334	2	2.2	18.95
5335	1	9.8	65.25
5336	3	2.07	12.36
5337	2	1.8	16.8
5338	1	1.24	10.56
5339	2	11.0	73.0
5340	1	1.2	9.35
5341	2	0.8	7.55
5342	1	1.73	13.56
5343	1	1.66	11.8
5344	3	2.23	16.8
5345	5	2.42	18.96
5346	2	5.03	20.3
5347	2	1.78	10.8
5348	1	7.6	30.95
5349	1	9.65	44.81
5350	2	1.2	12.3
5351	1	1.2	7.3
5352	1	14.9	52.8
5353	1	12.09	65.81
5354	2	9.34	50.84
5355	6	0.62	8.76
5356	1	0.49	5.76
5357	2	2.4	15.3
5358	1	10.94	58.55
5359	2	1.8	20.8
5360	1	1.2	11.8
5361	1	0.7	6.3
5362	1	2.1	16.3
5363	1	0.47	9.3
5364	1	0.9	8.15
5365	1	1.3	18.3
5366	1	1.7	14.82
5367	1	1.29	14.12
5368	1	0.22	5.3
5369	2	1.37	9.8
5370	2	0.28	4.3
5371	1	2.07	13.8
5372	1	1.4	11.8
5373	1	1.2	11.8
5374	5	3.62	15.8
5375	2	0.5	7.3
5376	1	0.4	5.8
5377	5	1.31	8.3
5378	5	3.89	24.12
5379	1	3.0	21.6
5380	2	1.2	11.3
5381	1	1.71	10.3
5382	5	4.44	19.8
5383	1	1.2	7.8
5384	1	3.62	35.8
5385	1	0.44	8.8
5386	2	2.9	18.36
5387	1	3.5	20.8
5388	2	0.82	8.76
5389	2	18.7	93.8
5390	1	1.85	11.8
5391	1	1.32	9.8
5392	2	11.12	58.29
5393	1	1.0	12.3
5394	1	0.9	8.55
5395	1	6.3	22.6
5396	2	14.36	41.3
5397	1	3.7	21.3
5398	1	3.7	29.75
5399	2	0.85	8.76
5400	1	1.64	11.8
5401	2	3.2	24.36
5402	1	0.4	6.3
5403	1	0.66	4.8
5404	1	17.97	70.01
5405	1	3.19	19.24
5406	1	1.45	11.8
5407	1	1.5	11.75
5408	1	1.0	6.3
5409	1	0.72	8.8
5410	1	9.4	57.34
5411	2	2.7	20.0
5412	1	0.9	6.8
5413	1	0.62	8.8
5414	1	0.71	6.3
5415	2	4.25	20.3
5416	1	14.1	64.56
5417	1	1.8	16.8
5418	5	2.12	14.16
5419	1	1.1	52.8
5420	1	1.1	8.15
5421	1	0.6	15.3
5422	1	0.8	6.35
5423	1	0.33	5.8
5424	2	16.82	63.36
5425	1	1.6	10.8
5426	6	0.7	7.56
5427	1	15.2	66.99
5428	1	0.58	6.3
5429	1	0.53	6.0
5430	1	1.0	17.15
5431	1	1.53	9.96
5432	1	2.2	24.36
5433	1	19.4	58.34
5434	1	0.3	5.3
5435	2	2.1	12.3
5436	1	2.3	25.8
5437	5	1.42	12.36
5438	1	0.71	5.8
5439	1	1.6	11.16
5440	2	2.14	14.16
5441	1	2.0	19.55
5442	5	0.66	6.3
5443	1	1.7	24.3
5444	3	1.2	9.3
5445	1	1.0	6.3
